Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
M_W01,2003-05,Moving average,63,54.01831668,71.98168332,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2004-06,Moving average,66.33333333,57.11710185,75.54956482,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2005-07,Moving average,76,66.13506428,85.86493572,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2006-08,Moving average,75.33333333,65.51176018,85.15490649,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2007-09,Moving average,70,60.5324745,79.4675255,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2008-10,Moving average,64.33333333,55.25710337,73.40956329,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2009-11,Moving average,61.66666667,52.78053589,70.55279744,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2010-12,Moving average,67,57.73757157,76.26242843,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2011-13,Moving average,65,55.87686415,74.12313585,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2012-14,Moving average,63,54.01831668,71.98168332,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2013-15,Moving average,60.33333333,51.5437938,69.12287286,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2014-16,Moving average,59.66666667,50.92582302,68.40751031,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2015-17,Moving average,64,54.94731413,73.05268587,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2016-18,Moving average,67.33333333,58.04789263,76.61877404,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W01,2017-19,Moving average,78.33333333,68.31810702,88.34855965,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2002-04,Moving average,32,27.47365706,36.52634294,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2003-05,Moving average,30.480167,26.12590914,34.83442486,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2004-06,Moving average,30.15221237,25.90664819,34.39777655,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2005-07,Moving average,33.55765939,29.13695438,37.97836439,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2006-08,Moving average,31.6305378,27.47509227,35.78598332,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2007-09,Moving average,28.50171088,24.6129892,32.39043256,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2008-10,Moving average,26.76316725,22.90328905,30.62304545,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2009-11,Moving average,25.4873682,21.69609035,29.27864606,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2010-12,Moving average,26.51870509,22.71411559,30.32329459,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2011-13,Moving average,25.66444031,21.89038841,29.4384922,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2012-14,Moving average,24.04871257,20.42321185,27.67421329,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2013-15,Moving average,22.12096715,18.68801102,25.55392328,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2014-16,Moving average,21.58076741,18.25634636,24.90518846,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2015-17,Moving average,21.09340955,17.90632819,24.2804909,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2016-18,Moving average,19.50863328,16.63384798,22.38341858,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
M_W02,2017-19,Moving average,21.71818435,18.74058901,24.6957797,"Per 100,000 FTEs",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
C_M11,2000-02,Moving average,32.33333333,25.89886447,38.76780219,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2001-03,Moving average,29.33333333,23.20463603,35.46203064,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2002-04,Moving average,25.66666667,19.93379528,31.39953805,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2003-05,Moving average,24.66666667,19.0465841,30.28674924,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2004-06,Moving average,23.66666667,18.16168331,29.17165003,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2005-07,Moving average,27.66666667,21.7146261,33.61870723,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2006-08,Moving average,25,19.34207133,30.65792867,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2007-09,Moving average,24.33333333,18.75135346,29.91531321,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2008-10,Moving average,19.33333333,14.35778633,24.30888033,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2009-11,Moving average,15.66666667,11.1877213,20.14561204,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2010-12,Moving average,13,8.920009613,17.07999039,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2011-13,Moving average,10.33333333,6.695794125,13.97087254,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2012-14,Moving average,11.33333333,7.523848097,15.14281857,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2013-15,Moving average,10,6.421611713,13.57838829,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2014-16,Moving average,12.66666667,8.639323523,16.69400981,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M11,2015-17,Moving average,12.66666667,8.639323523,16.69400981,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2000-02,Moving average,3.693913419,2.958664941,4.429161897,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2001-03,Moving average,3.323238846,2.628889546,4.017588146,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2002-04,Moving average,2.885256713,2.240809739,3.529703687,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2003-05,Moving average,2.76376005,2.134051439,3.39346866,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2004-06,Moving average,2.660779176,2.041853798,3.279704555,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2005-07,Moving average,3.116885851,2.446299842,3.787471861,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2006-08,Moving average,2.805453111,2.170316542,3.440589681,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2007-09,Moving average,2.706851584,2.085313454,3.328389715,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2008-10,Moving average,2.129829984,1.580823825,2.678836143,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2009-11,Moving average,1.716138842,1.224457258,2.207820425,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2010-12,Moving average,1.441565291,0.988129485,1.895001097,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2011-13,Moving average,1.149302762,0.74377209,1.554833435,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2012-14,Moving average,1.256366867,0.833098945,1.679634789,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2013-15,Moving average,1.089320085,0.698785957,1.479854212,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2014-16,Moving average,1.391042549,0.947868931,1.834216166,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_M12,2015-17,Moving average,1.371944902,0.934791459,1.809098346,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
C_IN01,2000-02,Moving average,44,36.4939094,51.5060906,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2001-03,Moving average,44,36.4939094,51.5060906,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2002-04,Moving average,38.66666667,31.63018062,45.70315272,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2003-05,Moving average,35.66666667,28.9086583,42.42467503,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2004-06,Moving average,40,32.84322343,47.15677657,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2005-07,Moving average,42.33333333,34.97077588,49.69589079,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2006-08,Moving average,41.33333333,34.05825492,48.60841175,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2007-09,Moving average,46,38.32521215,53.67478785,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2008-10,Moving average,49.66666667,41.69186354,57.64146979,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2009-11,Moving average,51.33333333,43.22582886,59.4408378,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2010-12,Moving average,46,38.32521215,53.67478785,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2011-13,Moving average,39.66666667,32.53977238,46.79356095,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2012-14,Moving average,46.33333333,38.63078847,54.03587819,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2013-15,Moving average,44,36.4939094,51.5060906,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2014-16,Moving average,45,37.40909213,52.59090787,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2015-17,Moving average,41,33.75431596,48.24568404,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2016-18,Moving average,40.66666667,33.45049674,47.8828366,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN01,2017-19,Moving average,40.66666667,33.45049674,47.8828366,Injuries,Number,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2000-02,Moving average,5.000458986,4.147304531,5.853613441,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2001-03,Moving average,4.973490278,4.125035398,5.821945159,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2002-04,Moving average,4.346620503,3.555630817,5.137610189,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2003-05,Moving average,3.984882345,3.229833147,4.739931544,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2004-06,Moving average,4.476882753,3.67586964,5.277895865,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2005-07,Moving average,4.737798701,3.913749584,5.561847818,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2006-08,Moving average,4.587798435,3.779966823,5.395630047,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2007-09,Moving average,5.038937284,4.197349698,5.88052487,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2008-10,Moving average,5.378387781,4.513338151,6.243437411,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2009-11,Moving average,5.496434791,4.626331932,6.366537651,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2010-12,Moving average,4.949922501,4.121775575,5.778069428,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2011-13,Moving average,4.279867996,3.508750689,5.050985303,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2012-14,Moving average,5.037982034,4.198188994,5.877775073,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2013-15,Moving average,4.80340065,3.982041167,5.624760133,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2014-16,Moving average,4.967187164,4.127388983,5.806985345,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2015-17,Moving average,4.515118657,3.71551411,5.314723204,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2016-18,Moving average,4.421215568,3.635479624,5.206951511,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_IN02,2017-19,Moving average,4.374431201,3.597538121,5.151324281,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
C_A21,2000-02,Moving average,49.66666667,41.69186354,57.64146979,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2001-03,Moving average,47.33333333,39.5481112,55.11855546,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2002-04,Moving average,43.33333333,35.8843241,50.78234256,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2003-05,Moving average,40,32.84322343,47.15677657,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2004-06,Moving average,45.66666667,38.01973658,53.31359676,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2005-07,Moving average,45.33333333,37.71436286,52.95230381,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2006-08,Moving average,42.33333333,34.97077588,49.69589079,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2007-09,Moving average,48.66666667,40.77255502,56.56077831,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2008-10,Moving average,52.66666667,44.45454491,60.87878842,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2009-11,Moving average,55.66666667,47.22389446,64.10943887,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2010-12,Moving average,46,38.32521215,53.67478785,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2011-13,Moving average,37.33333333,30.41923029,44.24743638,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2012-14,Moving average,41,33.75431596,48.24568404,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2013-15,Moving average,41.33333333,34.05825492,48.60841175,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2014-16,Moving average,41.33333333,34.05825492,48.60841175,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A21,2015-17,Moving average,36,29.2104856,42.7895144,Injuries,Number,Assault,Validated,Children,0-14 years,Serious
C_A22,2000-02,Moving average,5.63040685,4.726254039,6.534559662,"Per 100,000 people",Age-standardised rate,Assault,Validated,Children,0-14 years,Serious
C_A22,2001-03,Moving average,5.347089469,4.467607716,6.226571221,"Per 100,000 people",Age-standardised rate,Assault,Validated,Children,0-14 years,Serious
C_A22,2002-04,Moving average,4.871212632,4.033850143,5.708575121,"Per 100,000 people",Age-standardised rate,Assault,Validated,Children,0-14 years,Serious
C_A22,2003-05,Moving average,4.469201307,3.669566788,5.268835827,"Per 100,000 people",Age-standardised rate,Assault,Validated,Children,0-14 years,Serious
